treatment_sample_ID,pert_id,expected_control,status,unmatched_reason,matched_control_count,matched_control_sample_IDs,match_data_source,match_Strains,match_Medium,match_Temperature,match_pert_time,match_pert_time_unit,match_instrument,match_Yeast_cell_plate
B1-1690,#13,Water,matched,,1,B1-1641,WAYB_rep1,CEK,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1691,#5,Water,matched,,1,B1-1643,WAYB_rep1,DHY210,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1692,#13,Water,matched,,1,B1-1643,WAYB_rep1,DHY210,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1697,#6,DMSO,matched,,1,B1-1674,WAYB_rep1,BAH,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1701,#6,DMSO,matched,,1,B1-1678,WAYB_rep1,CEK,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1703,#6,DMSO,matched,,1,B1-1680,WAYB_rep1,DHY210,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1707,#7,Water,matched,,1,B1-1635,WAYB_rep1,CGD,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1708,#15,Water,matched,,1,B1-1635,WAYB_rep1,CGD,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1709,#7,Water,matched,,1,B1-1637,WAYB_rep1,BAH,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1713,#7,Water,matched,,1,B1-1641,WAYB_rep1,CEK,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1714,#15,Water,matched,,1,B1-1641,WAYB_rep1,CEK,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1715,#7,Water,matched,,1,B1-1643,WAYB_rep1,DHY210,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1716,#15,Water,matched,,1,B1-1643,WAYB_rep1,DHY210,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1720,#16,DMSO,matched,,1,B1-1672,WAYB_rep1,CGD,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1722,#16,DMSO,matched,,1,B1-1674,WAYB_rep1,BAH,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1726,#16,DMSO,matched,,1,B1-1678,WAYB_rep1,CEK,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1728,#16,DMSO,matched,,1,B1-1680,WAYB_rep1,DHY210,YNB+CSM+2% glucose,37,240,min,CAB,WAY_B-1_P18
B1-1743,#2,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1744,#10,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1745,#2,DMSO,matched,,1,B1-1770,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1746,#10,DMSO,matched,,1,B1-1770,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1749,#2,DMSO,matched,,1,B1-1774,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1750,#10,DMSO,matched,,1,B1-1774,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1751,#2,DMSO,matched,,1,B1-1776,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1752,#10,DMSO,matched,,1,B1-1776,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1779,#5,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1780,#13,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1781,#5,Water,matched,,1,B1-1733,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1785,#5,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1786,#13,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1787,#5,Water,matched,,1,B1-1739,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1788,#13,Water,matched,,1,B1-1739,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1791,#6,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1793,#6,DMSO,matched,,1,B1-1770,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1797,#6,DMSO,matched,,1,B1-1774,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1799,#6,DMSO,matched,,1,B1-1776,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1803,#7,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1804,#15,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1805,#7,Water,matched,,1,B1-1733,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1806,#15,Water,matched,,1,B1-1733,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1809,#7,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1810,#15,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1812,#15,Water,matched,,1,B1-1739,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1816,#16,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1818,#16,DMSO,matched,,1,B1-1770,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1822,#16,DMSO,matched,,1,B1-1774,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1824,#16,DMSO,matched,,1,B1-1776,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,15,min,QE1,WAY_B-1_P19
B1-1839,#2,DMSO,matched,,1,B1-1864,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1841,#2,DMSO,matched,,1,B1-1866,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1842,#10,DMSO,matched,,1,B1-1866,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1845,#2,DMSO,matched,,1,B1-1870,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1846,#10,DMSO,matched,,1,B1-1870,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1847,#2,DMSO,matched,,1,B1-1872,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1848,#10,DMSO,matched,,1,B1-1872,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1875,#5,Water,matched,,1,B1-1827,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1876,#13,Water,matched,,1,B1-1827,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1878,#13,Water,matched,,1,B1-1829,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1881,#5,Water,matched,,1,B1-1833,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1882,#13,Water,matched,,1,B1-1833,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1883,#5,Water,matched,,1,B1-1835,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1884,#13,Water,matched,,1,B1-1835,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1887,#6,DMSO,matched,,1,B1-1864,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1889,#6,DMSO,matched,,1,B1-1866,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1893,#6,DMSO,matched,,1,B1-1870,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1895,#6,DMSO,matched,,1,B1-1872,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1899,#7,Water,matched,,1,B1-1827,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1900,#15,Water,matched,,1,B1-1827,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1901,#7,Water,matched,,1,B1-1829,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1902,#15,Water,matched,,1,B1-1829,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1905,#7,Water,matched,,1,B1-1833,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1906,#15,Water,matched,,1,B1-1833,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1907,#7,Water,matched,,1,B1-1835,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1908,#15,Water,matched,,1,B1-1835,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1912,#16,DMSO,matched,,1,B1-1864,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1914,#16,DMSO,matched,,1,B1-1866,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1918,#16,DMSO,matched,,1,B1-1870,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-1920,#16,DMSO,matched,,1,B1-1872,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,30,min,QE2,WAY_B-1_P20
B1-2031,#2,DMSO,matched,,1,B1-2056,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2032,#10,DMSO,matched,,1,B1-2056,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2033,#2,DMSO,matched,,1,B1-2058,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2034,#10,DMSO,matched,,1,B1-2058,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2038,#10,DMSO,matched,,1,B1-2062,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2039,#2,DMSO,matched,,1,B1-2064,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2040,#10,DMSO,matched,,1,B1-2064,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2067,#5,Water,matched,,1,B1-2019,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2068,#13,Water,matched,,1,B1-2019,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2069,#5,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2070,#13,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2073,#5,Water,matched,,1,B1-2025,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2074,#13,Water,matched,,1,B1-2025,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2075,#5,Water,matched,,1,B1-2027,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2076,#13,Water,matched,,1,B1-2027,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2079,#6,DMSO,matched,,1,B1-2056,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2081,#6,DMSO,matched,,1,B1-2058,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2085,#6,DMSO,matched,,1,B1-2062,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2087,#6,DMSO,matched,,1,B1-2064,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2091,#7,Water,matched,,1,B1-2019,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2092,#15,Water,matched,,1,B1-2019,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2093,#7,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2094,#15,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2098,#15,Water,matched,,1,B1-2025,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2099,#7,Water,matched,,1,B1-2027,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2100,#15,Water,matched,,1,B1-2027,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2104,#16,DMSO,matched,,1,B1-2056,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2106,#16,DMSO,matched,,1,B1-2058,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2112,#16,DMSO,matched,,1,B1-2064,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,90,min,QE1,WAY_B-1_P22
B1-2127,#2,DMSO,matched,,1,B1-2152,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2128,#10,DMSO,matched,,1,B1-2152,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2129,#2,DMSO,matched,,1,B1-2154,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2130,#10,DMSO,matched,,1,B1-2154,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2133,#2,DMSO,matched,,1,B1-2158,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2134,#10,DMSO,matched,,1,B1-2158,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2135,#2,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2163,#5,Water,matched,,1,B1-2115,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2164,#13,Water,matched,,1,B1-2115,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2165,#5,Water,matched,,1,B1-2117,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2166,#13,Water,matched,,1,B1-2117,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2169,#5,Water,matched,,1,B1-2121,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2170,#13,Water,matched,,1,B1-2121,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2171,#5,Water,matched,,1,B1-2123,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2172,#13,Water,matched,,1,B1-2123,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2175,#6,DMSO,matched,,1,B1-2152,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2177,#6,DMSO,matched,,1,B1-2154,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2181,#6,DMSO,matched,,1,B1-2158,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2187,#7,Water,matched,,1,B1-2115,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2188,#15,Water,matched,,1,B1-2115,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2189,#7,Water,matched,,1,B1-2117,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2193,#7,Water,matched,,1,B1-2121,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2194,#15,Water,matched,,1,B1-2121,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2195,#7,Water,matched,,1,B1-2123,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2196,#15,Water,matched,,1,B1-2123,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2200,#16,DMSO,matched,,1,B1-2152,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2202,#16,DMSO,matched,,1,B1-2154,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2206,#16,DMSO,matched,,1,B1-2158,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2208,#16,DMSO,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,120,min,QE2,WAY_B-1_P23
B1-2223,#2,DMSO,matched,,1,B1-2248,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2224,#10,DMSO,matched,,1,B1-2248,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2225,#2,DMSO,matched,,1,B1-2250,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2226,#10,DMSO,matched,,1,B1-2250,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2229,#2,DMSO,matched,,1,B1-2254,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2230,#10,DMSO,matched,,1,B1-2254,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2231,#2,DMSO,matched,,1,B1-2256,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2232,#10,DMSO,matched,,1,B1-2256,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2259,#5,Water,matched,,1,B1-2211,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2260,#13,Water,matched,,1,B1-2211,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2261,#5,Water,matched,,1,B1-2213,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2262,#13,Water,matched,,1,B1-2213,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2265,#5,Water,matched,,1,B1-2217,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2266,#13,Water,matched,,1,B1-2217,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2267,#5,Water,matched,,1,B1-2219,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2268,#13,Water,matched,,1,B1-2219,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2271,#6,DMSO,matched,,1,B1-2248,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2273,#6,DMSO,matched,,1,B1-2250,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2277,#6,DMSO,matched,,1,B1-2254,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2279,#6,DMSO,matched,,1,B1-2256,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2283,#7,Water,matched,,1,B1-2211,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2284,#15,Water,matched,,1,B1-2211,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2285,#7,Water,matched,,1,B1-2213,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2286,#15,Water,matched,,1,B1-2213,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2289,#7,Water,matched,,1,B1-2217,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2290,#15,Water,matched,,1,B1-2217,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2291,#7,Water,matched,,1,B1-2219,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2292,#15,Water,matched,,1,B1-2219,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2296,#16,DMSO,matched,,1,B1-2248,WAYB_rep1,CGD,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2298,#16,DMSO,matched,,1,B1-2250,WAYB_rep1,BAH,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2302,#16,DMSO,matched,,1,B1-2254,WAYB_rep1,CEK,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B1-2304,#16,DMSO,matched,,1,B1-2256,WAYB_rep1,DHY210,YNB+CSM+2% galactose,37,240,min,CAB,WAY_B-1_P24
B2-15,#2,DMSO,matched,,1,B2-40,WAYB_rep2,CGD,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-16,#10,DMSO,matched,,1,B2-40,WAYB_rep2,CGD,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-17,#2,DMSO,matched,,1,B2-42,WAYB_rep2,BAH,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-18,#10,DMSO,matched,,1,B2-42,WAYB_rep2,BAH,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-21,#2,DMSO,matched,,1,B2-46,WAYB_rep2,CEK,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-22,#10,DMSO,matched,,1,B2-46,WAYB_rep2,CEK,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-23,#2,DMSO,matched,,1,B2-48,WAYB_rep2,DHY210,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-24,#10,DMSO,matched,,1,B2-48,WAYB_rep2,DHY210,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-51,#5,Water,matched,,1,B2-3,WAYB_rep2,CGD,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-52,#13,Water,matched,,1,B2-3,WAYB_rep2,CGD,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-53,#5,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep2,BAH,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-54,#13,Water,unmatched_huber_only,no_exact_requested_solvent_control,0,,WAYB_rep2,BAH,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-57,#5,Water,matched,,1,B2-9,WAYB_rep2,CEK,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-58,#13,Water,matched,,1,B2-9,WAYB_rep2,CEK,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-59,#5,Water,matched,,1,B2-11,WAYB_rep2,DHY210,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-60,#13,Water,matched,,1,B2-11,WAYB_rep2,DHY210,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-63,#6,DMSO,matched,,1,B2-40,WAYB_rep2,CGD,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-65,#6,DMSO,matched,,1,B2-42,WAYB_rep2,BAH,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
B2-69,#6,DMSO,matched,,1,B2-46,WAYB_rep2,CEK,YNB+CSM+2% glucose,30,15,min,QE1,WAY_B-2_P1
